"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
45ffefae-9b0c-4aa4-a701-fc28ce9cf7d4,4e14dfd1-84de-42b9-8c7c-42bd49466169,72395.0,2021-12-13,"#N/A","#N/A",Pipeline,false,"#N/A",Edgepulse - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
466d66b0-cc5c-49d5-a05b-767f542c2ae8,67432e95-ef1e-402b-aedc-46b5d928a9dc,31495.0,2023-03-18,"#N/A","#N/A",Pipeline,false,"#N/A",Bluezoom - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
46817be6-358a-4f3c-9308-ac5d835452ac,c4545eb2-d794-43c0-b45e-bc192bc82b6a,18350.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Jabbersphere - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
46b3dd3f-4af3-4a32-9170-7e11bac2b390,b1309051-86bc-4a53-9788-3315c8585346,32395.00000002,2023-03-11,"#N/A","#N/A",Closed,false,"#N/A",Ooba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
470f0764-7a1f-458b-91bb-b9fdf703e7b6,babc05db-5bfb-4c3c-9a93-839de5d1e73a,74395.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Quire - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4796c293-9faf-4e83-9d42-97dbe8aa28b8,7158fbeb-5d94-4713-9780-203d117765c0,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Gabcube - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4845b48d-302b-4140-a391-422652cf747e,606c2ef7-38a6-43ce-a5a5-ea7ea910a420,18050.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Gabtype - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4857805e-08c4-49fd-b880-c36640823e67,3c04f2cf-6a49-40af-80c3-d4ec36c7fb54,34995.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Skinte - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
4865e0f1-5973-4225-b3f3-f1799287a1c9,d07b7fc4-ec8b-4423-a06c-cb159386dacd,72395.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Vitz - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
487bb209-da60-477d-b9f6-cc2d144f7578,61dbc249-3a68-4190-89a0-81958d7e58f2,72395.0,2021-04-26,"#N/A","#N/A",Closed,false,"#N/A",Livefish - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
48c3f253-f80d-46fa-bf14-036457ba97db,463b1322-2dc4-4047-83c0-7918d1fe3d18,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
491404f1-35e9-4aa9-bde0-aa13ca78d987,55712477-a84d-4e46-b640-afb5000b98c5,11550.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Agimba - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
495a71cc-c104-487e-80c4-41bb98b6ffda,463b1322-2dc4-4047-83c0-7918d1fe3d18,"#N/A",2023-04-29,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - New Sale,"#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
49c4a3e4-1da4-460b-82f1-a0861d1e7f08,63177f59-c811-4306-8806-2c20968310de,"#N/A",2023-05-29,"#N/A","#N/A",Pipeline,false,"#N/A",Dynazzy - New Sale,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
4a82019f-5d31-40a1-b78e-b8423dfcb55c,05a254c1-69fe-4dda-982e-4861ec324830,18350.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Meevee - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4a9addc0-765a-487e-a15d-fe4e7cde1b65,551d9449-d53d-456f-be16-aa38df426da7,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Mybuzz - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4ab3b8c4-0561-4af8-9abb-bce4f4f27780,01e0bf51-023d-467c-90b9-233dabf1a00b,18050.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Oodoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4ae86933-ce68-469e-8447-79c3c5a8f631,30cbbfba-bdf3-4870-a70f-33fa52de546d,11250.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Jazzy - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4b194f13-4142-4db2-9bae-5532f739fcc7,01e0bf51-023d-467c-90b9-233dabf1a00b,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Oodoo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4b7fb2f0-d11e-425a-84d5-afe6a08ecd11,0d0aa43c-977b-4602-b67f-6809bae03c02,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Yodel - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4b8fdce6-1239-4bb9-81c3-cf36ddec4a3f,3042ded1-044e-4ec1-af16-a5961ec65ecd,72395.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Dabfeed - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4c164f46-df2f-457d-9cce-2e221bd1af91,450ba590-76d4-449e-8495-96b3b9c528f8,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Centimia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4ceb9ddc-f274-42ab-8a04-60e9d8a4c43f,eeb3411f-2269-410c-9c8f-4ae5a5fcb5ad,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Wordtune - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4d7f3580-f029-44b0-bf53-c8aae318de3b,3c04f2cf-6a49-40af-80c3-d4ec36c7fb54,18350.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Skinte - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4daa7d5b-e28b-4b68-8bdb-08e26def428a,089a12aa-484c-4317-b0fa-5942a3cc1bc9,18050.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Vipe - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4dd78c07-fb50-4212-80a6-044436fdf69a,dea45eac-e761-4916-8d55-d3bef271995e,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Avaveo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4dfd58f1-fbfe-444a-9514-85b9bc70be5e,00552968-a332-4811-99c1-bc2dda923cb3,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Skimia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4ec498f4-ba6b-45bd-bbca-ef4875286a10,1fa802fd-891a-47d5-b2c2-53e92881a634,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Zoovu - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4f15bdcd-237a-49c8-b97b-57c9b9d4555d,270d09c6-cb02-43e4-8e9b-fa25859ff806,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Edgeclub - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4fba5403-1f8f-4720-b373-8032c6a66219,25340676-e6ff-4bcd-a01a-dfb9d8045b21,32395.00000002,2023-04-13,"#N/A","#N/A",Closed,false,"#N/A",Meejo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4fbc9ffb-9e46-4083-b9e6-5eb9d34a9129,68a372bc-aa74-425a-9b76-070195cc45ac,18050.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Twinder - Cross-sell-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4fdb1cea-a0c8-4dc2-bf87-70fd8fb8f67a,13eb4c64-f5ce-482e-975a-083e13a3c321,18050.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Digitube - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4ff175ca-2586-4d33-b681-553a3fe7543b,3c04f2cf-6a49-40af-80c3-d4ec36c7fb54,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Skinte - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4ff8353e-eea7-46fd-bd17-d9b1369b85d9,5e3f89c6-437d-4bf1-8f0f-4febc4c40590,11250.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Thoughtworks - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5005d421-c645-45ba-aa6d-c0fed78ee721,80758b21-013d-43fd-8e22-748041660d93,11550.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Skalith - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
50186768-fd1d-455b-a638-cec8f453fb7b,f260d613-a1f3-4285-9a40-19f5840e3006,29995.0,2022-07-12,d03b133f-21b2-43fe-b7a5-6a7bbf15154f,"#N/A",Closed,false,"#N/A",Zoomcast - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
502835c5-422c-4d75-97cd-751fb7c50ffb,55712477-a84d-4e46-b640-afb5000b98c5,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Agimba - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5058b8a0-5345-4962-8c50-c3d4571f93fc,4ccbd98d-6148-4073-8576-1222f57707bd,11550.0,2023-04-27,"#N/A","#N/A",Pipeline,false,"#N/A",Kimia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
50783222-278a-44b1-a577-58a1d4648d73,f260d613-a1f3-4285-9a40-19f5840e3006,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Zoomcast - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
508c438c-0bbb-4831-8ef0-cf7e0f5ceae4,050dccf6-2cac-4293-aa2a-57cd708f03e7,72395.0,2022-08-14,"#N/A","#N/A",Omitted,false,"#N/A",Kayveo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
51370916-d75c-457f-bc43-9c241cb12e16,b53946ce-b581-4935-9c53-d647e2a5257f,11550.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Trilith - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
515f5d93-3c3b-45e3-a6c6-750036ff3969,ba8f7649-c5da-411f-b7b1-f697065d7020,99835.0,2023-05-02,"#N/A","#N/A",Pipeline,false,"#N/A",Twitterwire - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
51f1a541-b80c-42a2-8d86-600203faae1d,67550d9c-161b-4c71-9611-c48d98e5f995,72395.0,2021-05-30,"#N/A","#N/A",Closed,false,"#N/A",Babblestorm - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
52672f25-ecbf-47ac-9122-2229292022b2,050dccf6-2cac-4293-aa2a-57cd708f03e7,75000.0,2023-05-02,"#N/A","#N/A",Pipeline,false,"#N/A",Kayveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
527bcc16-cb9a-4e4d-9606-41b85bef2572,aae593ec-b829-4f5e-88b3-00bdc33839d8,29995.0,2023-01-14,1152124b-cae4-41a0-b041-b1a3dbf09e6b,"#N/A",Closed,false,"#N/A",Eadel - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
52aae8a8-c6e0-42bb-9ae9-73070d34bc7b,babc05db-5bfb-4c3c-9a93-839de5d1e73a,11550.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Quire - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
530e5687-1e97-4fc5-a43f-5f1d7c54d680,74b9a8df-7747-4aab-a815-fdb8b4b17d9a,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Roomm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
534e56e6-2e0c-4b15-b1e9-8604a832a68e,5d27db64-daf8-4480-a6b5-16b4a82a1638,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Fanoodle - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
538c970e-b2ac-43b3-bb8c-ec3a3c470d7d,3d96b3db-7fc5-4bd8-a152-8369d6ab510f,34995.0,2023-06-28,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
53b1c7cb-792d-4173-b1fd-aea90f4ca27c,eabded62-af63-41ca-8c54-a22ed120ca58,110785.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",JumpXS - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
53cdca36-2a67-4b0e-a0fd-9b53e463a354,83bd062d-5d12-4458-a14e-40bc7b70a7b7,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Omba - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
53f52fa1-0692-47f9-8030-79bed6232d9c,b98cb1db-c931-4255-ba9d-1c4473982b9a,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Topdrive - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
56055f97-50d7-4225-b527-d54e21833561,b53946ce-b581-4935-9c53-d647e2a5257f,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Trilith - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
564e36e6-cc05-4ece-92d4-107b9ba68ae1,dea45eac-e761-4916-8d55-d3bef271995e,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Avaveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
56665547-7f49-4eec-b90a-1434b4a9793b,e0e95015-9b13-4274-b0ac-bd9b728df138,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Eamia - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5669defd-3805-4d13-a271-8ff6607fb6e9,db08dc8b-75d1-4130-a3e6-2a7d0948cc8e,3200.0,2023-04-23,"#N/A","#N/A",Pipeline,false,"#N/A",Feedbug - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
569a3ae4-e99f-4de9-b331-0a7fedc98f38,d2318353-d074-4861-8dc2-90ac8b25daaf,34995.0,2023-05-20,"#N/A","#N/A",Pipeline,false,"#N/A",Oozz - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
56bf4dbf-d3a2-4652-b73f-fc46b5f27790,63177f59-c811-4306-8806-2c20968310de,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Dynazzy - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5785e129-56ff-41aa-bb8e-8f507ab626e8,c0c3b0e3-1a81-4c35-beaa-21c01ad39ed0,57490.0,2023-02-07,"#N/A","#N/A",Pipeline,false,"#N/A",Shufflester - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
57a4febe-0354-4f72-9957-e33bf075ef4e,c5a4a184-ce7f-41da-b398-360d72b51c25,72395.0,2023-04-28,"#N/A","#N/A",Pipeline,false,"#N/A",Oloo - SOW 2,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
57f187cc-b09f-4894-be93-d6c6981ca1d5,1a22f577-692a-4fd2-9db7-c032092637bb,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Gigaclub - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
58a07c41-ac84-460c-9316-10cacdc85749,fb29c6d0-d170-496d-b9c9-c3a5f41b8648,34995.0,2023-03-08,2bd41512-edb4-4275-b180-082e3e6bfc1b,"#N/A",Pipeline,false,"#N/A",Tazzy - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
58e341d2-66e1-4198-9b6f-243e3c4b88cc,72ab92d9-713f-438f-b65d-1892dcf1bec2,72395.0,2022-08-12,"#N/A","#N/A",Pipeline,false,"#N/A",Meembee -Complete Starter Package,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
58fed99d-a92e-4733-879d-ad2fcad7f5e7,a2003cc7-a178-4016-90ed-851d98e324f5,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Dazzlesphere - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
59340a39-1220-496c-af79-a156949b3d60,1bc8f17f-66cd-4fdb-8874-cd060e778e62,18350.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Photofeed - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5937c2b9-6615-49e3-8b39-6a9d3061e78b,e0f2666e-df99-4dd4-997b-41c7c5095512,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Zazio - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
594c8182-bb6f-456b-bf36-ac8568e7516a,16f99de3-8f66-4224-a4d7-368d8f410479,34995.0,2023-03-18,"#N/A","#N/A",Pipeline,false,"#N/A",Topicstorm - Additional Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
59588154-ad17-4c36-94f5-3f34ee0f77c5,6701d2f6-dd54-4c4e-bfc2-c89dfef6453b,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Trunyx - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
59cf8130-d906-4bc5-9665-91e4e86f310a,3fce3bfb-11d3-4813-a2ff-4cd98402baec,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Layo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5a8d7a02-265c-42e9-ac1e-0a78b623e558,96962990-0bde-4045-9206-d3ad1517fea0,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Mynte - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5b212e5c-d341-40cf-8a2d-d8031333927d,f4606c09-0c99-4ed1-bf60-0d418e1888a0,11250.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Browsecat - Cross-sell-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5b93cdc5-9bd4-43cb-a22c-5ebaee9a0609,b1309051-86bc-4a53-9788-3315c8585346,72395.0,2022-08-29,"#N/A","#N/A",Omitted,false,"#N/A",Ooba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5ba043f5-d0e7-4f0a-a5d4-eaa06b8abe0e,5117f15d-772d-4b23-83a1-1193c3e6c839,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Rhycero - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5bfd0ae7-6261-4c80-b1c1-3f610284ac7f,c324e864-79e2-4cfe-b25e-8c9782e7e7c7,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5c2dc252-869b-483b-a026-4931f6e019c4,6342da22-5693-4a61-9307-6d215113c0f1,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Realcube - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5cce4999-2c10-4235-bc59-5605d8c328db,13eb4c64-f5ce-482e-975a-083e13a3c321,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Digitube - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5cfc063c-6c0e-4688-99b4-bb00ae242ba8,eabded62-af63-41ca-8c54-a22ed120ca58,34995.0,2023-02-06,c0af4976-c683-4c6a-a9fa-a0d5d64f45ef,"#N/A",Pipeline,false,"#N/A",JumpXS - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5d0293e8-f7e7-4e97-84ff-da8b458e13d2,c4545eb2-d794-43c0-b45e-bc192bc82b6a,34995.0,2023-05-13,"#N/A","#N/A",Pipeline,false,"#N/A",Jabbersphere - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5d7d9372-f087-43e7-9900-3bdd0c216c71,27a33e3b-3e08-49f6-82fe-55cd50580bca,43495.0,2023-04-28,"#N/A","#N/A",Pipeline,false,"#N/A",Yamia - SOW 3,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
5dc7e80c-ab7d-430b-be53-105385062445,5d27db64-daf8-4480-a6b5-16b4a82a1638,72395.0,2022-12-13,"#N/A","#N/A",Pipeline,false,"#N/A",Fanoodle - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
